,2015,2016,2017,2018,2019,2020,Report
Income Available to Common Excl. Extra. Items,751.0,886.0,1038.0,1569.0,1619.0,,Income Statement
Income Available to Common Incl. Extra. Items,751.0,886.0,1038.0,1460.0,1619.0,,Income Statement
Basic/Primary Weighted Average Shares,366.0,371.0,374.0,377.0,373.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,2.05,2.39,2.77,4.17,4.34,,Income Statement
Basic/Primary EPS Incl. Extra. Items,2.05,2.39,2.77,3.88,4.34,,Income Statement
Diluted Weighted Average Shares,370.0,375.0,379.0,383.0,377.0,,Income Statement
Diluted EPS Excl. Extra. Items,2.03,2.36,2.74,4.09,4.29,,Income Statement
Diluted EPS Incl. Extra. Items,2.03,2.36,2.74,3.81,4.29,,Income Statement
Div/Share-ComStockPrimIssue,0.25,0.32,0.4,0.5,0.6,,Income Statement
Gross Divid - Common Stock,92.0,119.0,150.0,188.0,223.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",17.0,8.0,9.0,12.0,16.0,,Income Statement
"Interest Capitalized, Suppl",,,,-163.0,-180.0,,Income Statement
"Depreciat/Amort, Suppl",54.0,61.0,55.0,62.0,72.0,,Income Statement
Total Special Items,60.0,39.0,40.0,45.0,1.0,,Income Statement
Normalzd Income Before Tax,1184.0,1392.0,1642.0,2105.0,2127.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),20.0,13.0,14.0,11.0,0.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,393.0,481.0,578.0,500.0,507.0,,Income Statement
Normalized Income After Tax,791.0,912.0,1064.0,1605.0,1620.0,,Income Statement
Normalzd Inc Avail to Common,791.0,912.0,1064.0,1603.0,1620.0,,Income Statement
Basic Normalized EPS,2.16,2.46,2.84,4.26,4.35,,Income Statement
Diluted Normalized EPS,2.14,2.43,2.81,4.18,4.29,,Income Statement
Date,2015-09-30 00:00:00,2016-09-30 00:00:00,2017-09-30 00:00:00,2018-09-30 00:00:00,2019-09-30 00:00:00,,Cash Flow
Net Income,751.0,886.0,1038.0,1462.0,1619.0,,Cash Flow
Depreciation/Depletion,54.0,61.0,55.0,62.0,72.0,,Cash Flow
Deferred Taxes,3.0,75.0,111.0,171.0,20.0,,Cash Flow
Unusual Items,10.0,3.0,0.0,-19.0,-54.0,,Cash Flow
Equity in Net Earnings/Loss,,0.0,0.0,-3.0,-1.0,,Cash Flow
Other Non-Cash Items,96.0,76.0,90.0,118.0,139.0,,Cash Flow
Non-Cash Items,106.0,79.0,90.0,97.0,84.0,,Cash Flow
"Cash Taxes Pd, Supplemental",334.0,390.0,446.0,387.0,488.0,,Cash Flow
"Cash Interest Pd, Suppl",0.0,,,,,,Cash Flow
Accounts Receivable,0.0,,,,,,Cash Flow
Inventories,-90.0,-507.0,-947.0,-1057.0,-592.0,,Cash Flow
Other Assets,-184.0,-29.0,4.0,-319.0,-437.0,,Cash Flow
Payable/Accrued,60.0,58.0,89.0,129.0,126.0,,Cash Flow
Changes in Working Capital,-213.0,-477.0,-854.0,-1247.0,-903.0,,Cash Flow
Total Cash from Operations,700.0,624.0,440.0,545.0,892.0,,Cash Flow
Capital Expenditures,-56.0,-86.0,-157.0,-138.0,-224.0,,Cash Flow
Acquisition of Business,-71.0,-82.0,-4.0,-159.0,-316.0,,Cash Flow
Sale of Fixed Assets,56.0,0.0,0.0,293.0,144.0,,Cash Flow
Sale/Maturity of Investment,0.0,,,,,,Cash Flow
Purchase of Investments,0.0,,,,,,Cash Flow
Other Investing Cash Flow,-24.0,56.0,-3.0,24.0,2.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",-39.0,-27.0,-7.0,157.0,-170.0,,Cash Flow
Total Cash from Investing,-95.0,-113.0,-164.0,19.0,-394.0,,Cash Flow
Financing Cash Flow Items,12.0,4.0,9.0,-14.0,-24.0,,Cash Flow
Total Cash Dividends Paid,-92.0,-119.0,-150.0,-188.0,-223.0,,Cash Flow
Sale/Issuance of Common,,,0.0,0.0,101.0,,Cash Flow
Repurch/Retirement Common,,0.0,-61.0,-128.0,-480.0,,Cash Flow
"Common Stock, Net",,0.0,-61.0,-128.0,-379.0,,Cash Flow
Options Exercised,62.0,72.0,47.0,47.0,43.0,,Cash Flow
"Iss (Retirmnt) of Stock,Net",62.0,72.0,-14.0,-80.0,-336.0,,Cash Flow
"Short Term Debt, Net",,-5.0,-53.0,218.0,251.0,,Cash Flow
Long Term Debt Issued,1591.0,0.0,835.0,2164.0,2528.0,,Cash Flow
Long Term Debt Reduction,-1456.0,-545.0,-1192.0,-2182.0,-2686.0,,Cash Flow
"Long Term Debt, Net",135.0,-545.0,-357.0,-18.0,-158.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",135.0,-550.0,-410.0,200.0,93.0,,Cash Flow
Total Cash From Financing,117.0,-592.0,-565.0,-83.0,-490.0,,Cash Flow
Net Change in Cash,722.0,-81.0,-288.0,482.0,8.0,,Cash Flow
NetCash-BeginBal/RsvdforFutUse,662.0,1384.0,1313.0,1024.0,1506.0,,Cash Flow
NetCash-EndBal/RsrvforFutUse,1384.0,1303.0,1024.0,1506.0,1514.0,,Cash Flow
"Depreciation, Supplemental",54.0,61.0,55.0,62.0,72.0,,Cash Flow
Free Cash Flow,644.0,538.0,283.0,407.0,668.0,,
FCF Growth,,-0.1645962732919255,-0.4739776951672863,0.4381625441696113,0.6412776412776413,0.0,
