,2015,2016,2017,2018,2019,2020,Report
Normalzd Income Before Tax,552.0,471.0,455.0,478.0,520.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),0.0,-1.0,0.0,0.0,-147.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,1.0,0.0,0.0,1.0,-150.0,,Income Statement
Normalized Income After Tax,552.0,470.0,454.0,478.0,670.0,,Income Statement
Normalzd Inc Avail to Common,522.0,284.0,423.0,443.0,694.0,,Income Statement
Basic Normalized EPS,1.44,0.78,1.15,1.2,1.87,,Income Statement
Diluted Normalized EPS,1.46,1.19,1.16,1.22,1.89,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,908.0,4480.0,628.0,685.0,1010.0,,Cash Flow
Depreciation/Depletion,766.0,706.0,744.0,786.0,831.0,,Cash Flow
Discontinued Operations,0.0,0.0,0.0,0.0,,,Cash Flow
Unusual Items,-330.0,-3999.0,-159.0,-230.0,-431.0,,Cash Flow
Equity in Net Earnings/Loss,-15.0,-5.0,3.0,4.0,-66.0,,Cash Flow
Other Non-Cash Items,56.0,70.0,60.0,84.0,80.0,,Cash Flow
Non-Cash Items,-288.0,-3934.0,-96.0,-143.0,-416.0,,Cash Flow
"Cash Taxes Pd, Supplemental",1.0,1.0,1.0,1.0,-1.0,,Cash Flow
"Cash Interest Pd, Suppl",437.0,482.0,360.0,358.0,342.0,,Cash Flow
Other Assets,-42.0,31.0,0.0,4.0,6.0,,Cash Flow
Accrued Expenses,-4.0,-24.0,-3.0,5.0,2.0,,Cash Flow
Payable/Accrued,-2.0,-6.0,12.0,-2.0,5.0,,Cash Flow
Changes in Working Capital,-29.0,-38.0,-10.0,28.0,32.0,,Cash Flow
Total Cash from Operations,1357.0,1214.0,1266.0,1356.0,1457.0,,Cash Flow
Capital Expenditures,-1171.0,-951.0,-947.0,-1056.0,-1898.0,,Cash Flow
Sale of Fixed Assets,505.0,6825.0,385.0,692.0,1065.0,,Cash Flow
Sale/Maturity of Investment,3.0,73.0,0.0,0.0,,,Cash Flow
"Investment, Net",,,,,0.0,,Cash Flow
Purchase of Investments,-23.0,-5.0,-6.0,-7.0,-10.0,,Cash Flow
Other Investing Cash Flow,-9.0,-38.0,-26.0,-6.0,71.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",476.0,6855.0,353.0,679.0,1126.0,,Cash Flow
Total Cash from Investing,-696.0,5904.0,-594.0,-377.0,-772.0,,Cash Flow
Financing Cash Flow Items,688.0,139.0,640.0,-51.0,-106.0,,Cash Flow
Cash Divids Paid - Common,-785.0,-4772.0,-739.0,-782.0,-831.0,,Cash Flow
Cash Divs Paid - Preferred,-3.0,-2.0,-3.0,-4.0,-3.0,,Cash Flow
Total Cash Dividends Paid,-788.0,-4774.0,-742.0,-786.0,-834.0,,Cash Flow
"Preferred Stock, Net",-16.0,0.0,0.0,,,,Cash Flow
Options Exercised,64.0,40.0,35.0,35.0,81.0,,Cash Flow
"Iss (Retirmnt) of Stock,Net",48.0,40.0,35.0,35.0,81.0,,Cash Flow
Short Term Debt Issued,3932.0,1760.0,5067.0,14031.0,15945.0,,Cash Flow
Short Term Debt Reduction,-3545.0,-2127.0,-4787.0,-13832.0,-15446.0,,Cash Flow
"Short Term Debt, Net",387.0,-367.0,280.0,199.0,499.0,,Cash Flow
Long Term Debt Issued,3770.0,426.0,1845.0,4798.0,7500.0,,Cash Flow
Long Term Debt Reduction,-4772.0,-2518.0,-2847.0,-5160.0,-7825.0,,Cash Flow
"Long Term Debt, Net",-1002.0,-2092.0,-1002.0,-361.0,-324.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",-614.0,-2459.0,-722.0,-162.0,174.0,,Cash Flow
Total Cash From Financing,-666.0,-7054.0,-790.0,-964.0,-684.0,,Cash Flow
Net Change in Cash,-5.0,64.0,-118.0,16.0,1.0,,Cash Flow
NetCash-BeginBal/RsvdforFutUse,160.0,155.0,219.0,101.0,116.0,,Cash Flow
NetCash-EndBal/RsrvforFutUse,155.0,219.0,101.0,116.0,117.0,,Cash Flow
"Depreciation, Supplemental",766.0,706.0,744.0,786.0,831.0,,Cash Flow
Free Cash Flow,186.0,263.0,319.0,300.0,-441.0,,
FCF Growth,,0.413978494623656,0.21292775665399244,-0.059561128526645746,-2.4699999999999998,0.0,
